,0
535,"['transition', 'viscous', 'wakes', 'blunt', 'bodies', 'athypersonic', 'speeds', 'transition', 'laminar', 'turbulent', 'flow', 'hypersonicwakes', 'spheres', 'detected', 'laboratory', 'measurements', 'theradiation', 'flow', 'field', 'hypervelocity', 'gun', 'facility', 'wasused', 'fire', 'models', '022in', 'diameter', 'range', 'velocitiesfrom', '10000', '17000', 'ft', 'sec', 'experiments', 'performed', 'bychanging', 'a', 'material', 'projectile', 'b', 'ambientgas', 'range', 'c', 'pressure', 'range', 'threeoptical', 'techniques', 'used', 'observe', 'wake', 'radiation', 'which', 'show', 'turbulent', 'viscous', 'wake', 'pressure', 'therange', 'decreased', 'one', 'atmosphere', '20', 'cm', 'hg', 'which', 'show', 'luminous', 'flow', 'field', 'pressures', '30', 'andence', 'short', 'luminous', 'streaks', 'disappear', 'suddenly', 'thepressure', 'decreased', '3', 'cm', 'hg', 'air', '08', 'cmhg', 'argon', 'both', 'air', 'argon', 'show', 'main', 'features', 'flowfield', 'transition', 'pressure', 'intensity', 'radiationfrom', 'wake', 'always', 'associated', 'fluctuations', 'appearto', 'phenomenon', 'drumcamera', 'streaks', 'appearance', 'streaks', 'drum', 'camera', 'photomultiplierdata', 'interpreted', 'transition', 'laminar', 'turbulentflow', 'viscous', 'wake', 'experimental', 'evidenceshows', 'appearance', 'controlled', 'chemicalradiative', 'ablative', 'processes', 'depends', 'aerodynamiceffects', 'conclusion', 'supported', 'experiments', 'basedon', 'optical', 'schlieren', 'techniques', 'transition', 'wakeat', 'positions', 'close', 'body', 'given', 'local', 'reynoldsnumber', '10', 'air', '3', 'x', '10', 'argon', 'results', 'indicatea', 'possible', 'localmachnumber', 'effect']"
536,"['stagnation', 'point', 'viscous', 'hypersonic', 'flow', 'several', 'methods', 'developed', 'computing', 'thehypersonic', 'low', 'reynolds', 'number', 'flow', 'stagnationregion', 'blunt', 'body', 'general', 'methods', 'involve', 'complicatednumerical', 'solutions', 'simultaneous', 'iterations', 'severalparameters', 'usually', 'required', 'view', 'boundaryvaluenature', 'problem', 'purpose', 'note', 'present', 'approximate', 'closedformsolution', 'axisymmetric', 'stagnation', 'point', 'hypersonic', 'flowin', 'viscous', 'layer', 'regime']"
537,"['conpressibility', 'transformation', 'turbulentboundary', 'layer', 'equations', 'compressibility', 'transformation', 'first', 'introduced', 'dorodnitzynhas', 'applied', 'paper', 'equations', 'turbulentboundary', 'layer', 'flat', 'plate', 'considering', 'heat', 'transferand', 'arbitrary', 'prandtl', 'numbers', 'assuming', 'shear', 'distributionto', 'invariant', 'transformation', 'stream', 'functionand', 'momentum', 'equation', 'take', 'proper', 'form', 'incompressibleflow', 'allowing', 'use', 'incompressible', 'velocityprofiles', 'transformed', 'coordinates', 'application', 'croccosmethod', 'transformed', 'energy', 'equation', 'permits', 'integrationof', 'energy', 'equation', 'resulting', 'formulism', 'remarkablysimilar', 'proposed', 'eckert', 'finally', 'reference', 'conditionwas', 'chosen', 'correspond', 'edge', 'sublayer', 'fromconsiderations', 'assumptions', 'made', 'regarding', 'shearstressdistribution', 'choice', 'reference', 'enthalpy', 'ingood', 'agreement', 'eckerts', 'formula', 'ordinary', 'range', 'oftest', 'conditions', 'view', 'results', 'analysis', 'may', 'beconsidered', 'provide', 'theoretical', 'basis', 'referenceenthalpymethod']"
538,"['local', 'heat', 'transfer', 'yawed', 'infite', 'circular', 'cylinderin', 'laminar', 'compressible', 'flow', 'note', 'presents', 'simplification', 'method', 'calculatingthe', 'ratio', 'local', 'stagnationline', 'heattransfer', 'coefficientson', 'yawed', 'infinite', 'circular', 'cylinder', 'laminar', 'compressibleflow', 'brief', 'description', 'method', 'ref', '1', 'ispresented', 'followed', 'discussion', 'assumptions', 'mathematicalprocedure', 'lead', 'considerable', 'simplification']"
539,"['use', 'local', 'similarity', 'concepts', 'hypersonic', 'viscousinteraction', 'problems', 'problem', 'predicting', 'characteristicsof', 'hypersonic', 'laminar', 'boundary', 'layer', 'thatinteracts', 'external', 'flow', 'field', 'approachedusing', 'tangent', 'wedge', 'formulation', 'forthe', 'inviscid', 'flow', 'field', 'method', 'similarsolutions', 'viscous', 'flow', 'shownthat', 'concept', 'local', 'similarity', 'allowsthe', 'pressure', 'gradient', 'parameter', 'vary', 'inthe', 'streamwise', 'direction', 'leads', 'explicitrelation', 'viscous', 'inviscid', 'flowsfor', 'values', 'hypersonic', 'interactionparameter', 'conditions', 'strong', 'andlimits', 'general', 'relations', 'present', 'theoryis', 'compared', 'three', 'independent', 'experimentalinvestigations', 'case', 'agreementis', 'found', 'excellent', 'range', 'ofinvestigated', 'shown', 'using', 'asymptoticsolutions', 'exact', 'boundary', 'layer', 'equationsthat', 'present', 'theory', 'applicable', 'widevariety', 'viscous', 'interaction', 'problems', 'a', 'large', 'number', 'solutions', 'laminar', 'boundarylayer', 'similarity', 'equations', 'perfectgas', 'cross', 'flow', 'surface', 'mass', 'transfer', 'aregiven', 'numerical', 'results', 'combinedwith', 'solutions', 'previous', 'authors', 'aresufficient', 'describe', 'range', 'conditions', 'high', 'precision']"
540,"['similitude', 'hypersonic', 'flows', 'slender', 'bodiesin', 'nonequilibrium', 'dissociated', 'gases', 'paper', 'concerned', 'similitude', 'lawsgoverning', 'inviscid', 'nonequilibrium', 'gas', 'flowsaround', 'blunt', 'sharpnosed', 'slender', 'bodies', 'atzero', 'angle', 'attack', 'based', 'hypersonicsmall', 'disturbance', 'flow', 'theory', 'relatedfeatures', 'interaction', 'effects', 'ofnose', 'bluntness', 'nonequilibrium', 'dissociationand', 'vibration', 'influence', 'dissociatedfreestream', 'also', 'discussed', 'thehypersonic', 'equivalence', 'principle', 'relatedsimilitude', 'affinely', 'related', 'bodies', 'setforth', 'nonequilibrium', 'flows', 'either', 'diatomicgases', 'gas', 'mixture', 'air', 'familyof', 'diatomic', 'gases', 'opposed', 'given', 'gassuch', 'air', 'generalized', 'ambient', 'gas', 'statescaling', 'condition', 'obtained', 'whereby', 'ambientdensity', 'temperature', 'need', 'besimulated', 'detailed', 'discussion', 'given', 'ofblunted', 'cylinders', 'slabs', 'sharpnosedcones', 'wedges', 'including', 'example', 'nonequilibriumflow', 'field', 'correlations', 'numericalsolutions', 'available', 'literature', 'low', 'densitynonequilibrium', 'flows', 'negligible', 'shocklayer', 'atom', 'recombination', 'rate', 'also', 'examined', 'expected', 'less', 'restrictive', 'smalldisturbance', 'similitude', 'law', 'obtained', 'thiscase']"
541,"['biots', 'variational', 'principle', 'heat', 'conduction', 'biots', 'variational', 'principle', 'applied', 'number', 'differentonedimensional', 'heat', 'conduction', 'problems', 'problemsshow', 'applicability', 'variational', 'principle', 'problemsinvolving', 'prescribed', 'heat', 'flux', 'boundary', 'conditions', 'thosewith', 'temperaturedependent', 'material', 'properties', 'method', 'introduced', 'including', 'boundary', 'conditionswhen', 'expressed', 'prescribed', 'heat', 'fluxes', 'ideabehind', 'overall', 'energy', 'balance', 'within', 'body', 'aconstraint', 'condition', 'satisfied', 'time', 'histories', 'thegeneralized', 'coordinates', 'variational', 'principle', 'applied', 'wellknownproblem', 'constant', 'surface', 'heat', 'flux', 'order', 'present', 'thetechnique', 'provide', 'basis', 'remaining', 'sections', 'theequivalence', 'result', 'obtained', 'applying', 'variationalprinciple', 'prescribed', 'surface', 'temperature', 'history', 'obtainedfor', 'prescribed', 'heat', 'flux', 'also', 'pointed', 'radiationcooling', 'due', 'fourth', 'power', 'radiation', 'semiinfinite', 'solidsand', 'finite', 'slabs', 'together', 'radiation', 'according', 'newtonslaw', 'cooling', 'treated', 'finally', 'introduction', 'temperaturedependentmaterial', 'properties', 'discussed', 'determinationof', 'temperature', 'distribution', 'semiinfinitesolid', 'variable', 'properties', 'investigated']"
542,"['stacking', 'compressor', 'stage', 'characteristics', 'togive', 'overall', 'compressor', 'performance', 'map', 'method', 'calculation', 'developed', 'compute', 'overallperformance', 'multistage', 'axial', 'compressor', 'knowledge', 'theindividual', 'stage', 'characteristics', 'stacking', 'technique', 'compressor', 'models', 'designed', 'overall', 'performancecalculated', 'results', 'compared', 'show', 'qualitatively', 'theeffect', 'alterations', 'design', 'stage', 'performance', 'overallperformance', 'find', 'compressors', 'designedfor', 'optimum', 'performance']"
543,"['theoretical', 'experimental', 'study', 'oscillating', 'wedge', 'shapedaerofoils', 'hypersonic', 'flow', 'aerodynamic', 'stiffness', 'damping', 'derivatives', 'measuredin', 'hypersonic', 'gun', 'wind', 'tunnel', 'sharp', 'bluntnosed', 'two', 'dimensionalsingle', 'wedge', 'shapes', 'oscillating', 'pitching', 'mode', 'inhypersonic', 'flow', 'results', 'compared', 'withtheoretical', 'prediction', 'modified', 'account', 'leading', 'edge', 'bluntnessshow', 'may', 'increase', 'damping', '50', 'percent', 'certainaxis', 'positions', 'details', 'experimental', 'technique', 'designed', 'tomeasure', 'derivatives', 'short', 'running', 'times', 'available', 'aredescribed']"
544,"['calculation', 'sideslip', 'derivatives', 'pressure', 'distributionin', 'asymmetric', 'flight', 'conditions', 'slender', 'wingfinconfiguration', 'flow', 'around', 'slender', 'wingfinconfigurations', 'curved', 'leadingedges', 'whose', 'shape', 'defined', 'polynomialsis', 'considered', 'generalexpression', 'pressure', 'distributionon', 'configuration', 'inasymmetric', 'flow', 'derived', 'thederivatives', 'due', 'particular', 'caseof', 'sideslipping', 'motion', 'also', 'given', 'no', 'numerical', 'results', 'given', 'forwingfin', 'load', 'distribution', 'thesideslip', 'derivatives', 'beenevaluated', 'number', 'cases', 'forgothic', 'ogee', 'wings']"
545,"['measurements', 'aerodynamic', 'heating', '15', 'cone', 'ofgraded', 'wall', 'thickness', 'mach', 'number', '6', '8', 'note', 'describes', 'transient', 'walltemperature', 'measurements', 'made', 'airstream', 'mach', 'number', '68', 'skin', 'model', 'wassufficiently', 'thin', 'allow', 'reach', 'zeroheat', 'transfer', 'conditions', 'within', 'arunning', 'time', 'one', 'minute', 'order', 'reduce', 'effectsof', 'longitudinal', 'heat', 'conduction', 'arun', 'electroformednickel', 'skinof', 'model', 'made', 'gradedthickness', 'result', 'fairlyuniform', 'temperature', 'distributions', 'alongthe', 'surface', 'obtained', 'alltimes', 'laminar', 'turbulentregions', 'values', 'heat', 'transfer', 'calculated', 'wall', 'temperaturetimehistories', 'using', 'thinwalltemperature', 'compared', 'theoreticalestimates', 'using', 'intermediateenthalpy', 'method', '10', '11']"
546,"['boundary', 'layer', 'characteristics', 'caret', 'wings', 'theory', 'laminar', 'boundarylayers', 'along', 'flat', 'surfaces', 'beenused', 'conjunction', 'eckertsapproximations', 'displacementthickness', 'skin', 'friction', 'temperatureprofiles', 'undersurface', 'acaret', 'wing', 'configuration', 'firstapproximation', 'assumedthat', 'parallel', 'flow', 'exits', 'behind', 'shockoutside', 'boundary', 'layer', 'thedisplacement', 'shock', 'boundarylayer', 'near', 'leading', 'edge', 'neglected', 'conduction', 'heat', 'within', 'thebody', 'along', 'surface', 'neglectedbut', 'radiation', 'included', 'thatare', 'found', 'examples', 'given', 'forvarious', 'altitudes', 'configurations', 'andthe', 'effect', 'skin', 'friction', 'onthe', 'lift', 'drag', 'ratio', 'calculated', 'assumingthe', 'undersurfaces', 'plane']"
547,"['contraction', 'satellite', 'orbits', 'influenceof', 'air', 'drag', 'pt', 'iv', 'scale', 'height', 'dependent', 'onaltitude', 'effect', 'air', 'drag', 'satelliteorbits', 'small', 'eccentricity', 'ewas', 'studied', 'part', 'tech', 'notegw', '533', 'assumption', 'thatatmospheric', 'density', 'varies', 'exponentiallywith', 'distance', 'r', 'earthscentre', 'density', 'scale', 'heighth', 'defined', 'as', 'isconstant', 'practice', 'h', 'varies', 'heightin', 'approximately', 'linearmanner', 'present', 'note', 'theoryis', 'developed', 'atmospherein', 'h', 'varies', 'linearly', 'r', 'equationsare', 'derived', 'show', 'howperigee', 'distance', 'orbital', 'period', 'varywith', 'eccentricity', 'howeccentricity', 'varies', 'time', 'expressionsare', 'also', 'obtained', 'lifetimeand', 'air', 'density', 'perigee', 'termsof', 'rate', 'change', 'orbitalperiod', 'results', 'also', 'presentedgraphically', 'results', 'formulated', 'twoways', 'first', 'specify', 'theextra', 'terms', 'added', 'constanthequations', 'part', 'secondthe', 'best', 'constant', 'value', 'h', 'foruse', 'equations', 'part', 'forexample', 'found', 'theconstanth', 'equations', 'connecting', 'perigeedistance', 'or', 'orbital', 'period', 'andeccentricity', 'used', 'unchanged', 'withoutloss', 'accuracy', 'h', 'takenas', 'value', 'variable', 'h', 'heightabove', 'mean', 'perigee', 'heightduring', 'time', 'interval', 'consideredwhere', 'anddecreases', '0', 'e', 'decreasesfrom', '002', '0', 'similarly', 'theconstanth', 'equations', 'air', 'density', 'atperigee', 'still', 'used', 'h', 'isevaluated', 'height', 'perigeewhere', 'anddecreases', 'zero', 'e', 'decreases', 'fromconstanth', 'equations', 'still', 'usedif', 'h', 'evaluated', 'scale', 'heightbelow', 'initial', 'height', 'variation', 'ofh', 'altitude', 'small', 'effecton', 'lifetime', '3', 'theeversustime', 'curve']"
548,"['experimental', 'study', 'velocity', 'temperaturedistribution', 'highvelocity', 'vortextype', 'flow', 'vortex', 'tube', 'represents', 'simple', 'device', 'aparticular', 'type', 'vortex', 'motion', 'may', 'studied', 'thelaboratory', 'attempt', 'obtain', 'better', 'understandingof', 'flows', 'investigation', 'pursued', 'inthe', 'heat', 'transfer', 'laboratory', 'university', 'minnesota', 'present', 'paper', 'summarizes', 'major', 'results', 'ofthis', 'vortextube', 'investigation']"
549,"['laminar', 'heat', 'transfer', 'tubes', 'slipflow', 'conditions', 'effects', 'lowdensity', 'phenomena', 'thefully', 'developed', 'heattransfer', 'characteristicsfor', 'laminar', 'flow', 'tubes', 'studiedanalytically', 'consideration', 'given', 'theslipflow', 'regime', 'wherein', 'major', 'rarefactioneffects', 'manifested', 'velocity', 'temperaturejumps', 'tube', 'wall', 'theanalysis', 'carried', 'uniform', 'walltemperature', 'uniform', 'wall', 'heat', 'flux', 'in', 'cases', 'slipflow', 'nusselt', 'numbersare', 'lower', 'continuum', 'flowand', 'decrease', 'increasing', 'mean', 'free', 'path', 'extension', 'results', 'made', 'includethe', 'effects', 'shear', 'work', 'wall', 'temperaturejump', 'modifications', 'moving', 'fluidand', 'thermal', 'creep']"
550,"['analysis', 'loaded', 'cantilever', 'plate', 'finite', 'differencemethods', 'various', 'difference', 'patterns', 'necessary', 'finite', 'differencesolution', 'rectangular', 'plate', 'problems', 'various', 'boundary', 'conditionsand', 'various', 'transverse', 'loads', 'developed', 'solution', 'ofone', 'particular', 'problem', 'deuce', 'also', 'described']"
551,"['chemical', 'kinetics', 'high', 'temperature', 'air', 'hypersonic', 'object', 'enters', 'earths', 'atmosphere', 'shockwave', 'formed', 'front', 'it', 'air', 'passing', 'thisshock', 'wave', 'heated', 'high', 'temperatures', 'shock', 'heatedmolecules', 'equilibrate', 'translational', 'rotational', 'degreesof', 'freedom', 'within', 'distance', 'mean', 'free', 'paths', 'to', 'achieve', 'equilibrium', 'necessary', 'excite', 'vibrationdissociate', 'molecules', 'produce', 'new', 'molecules', 'produce', 'ionsand', 'electrons', 'problem', 'complex', 'since', 'phenomenaoccur', 'simultaneously', 'reaction', 'rates', 'dependon', 'temperature', 'density', 'composition', 'changingduring', 'relaxation', 'toward', 'equilibrium', 'experimental', 'techniques', 'used', 'investigate', 'reactionsare', 'briefly', 'discussed', 'along', 'resulting', 'rate', 'expressionsobtained', 'various', 'investigators', 'compilationof', 'rate', 'expressions', 'reactions', 'representing', 'theauthors', 'evaluation', 'available', 'data', 'presented', 'several', 'pertinent', 'problems', 'yet', 'completely', 'understoodand', 'still', 'require', 'theoretical', 'experimental', 'investigationare', 'outlined', 'computed', 'concentration', 'temperatureand', 'density', 'time', 'histories', 'shown', 'three', 'different', 'shockspeeds', 'air', 'time', 'rate', 'change', 'concentration', 'foreach', 'chemical', 'reaction', 'also', 'shown', 'regimes', 'importancefor', 'various', 'processes', 'discussed']"
552,"['ablation', 'glassy', 'materials', 'around', 'blunt', 'bodies', 'ofrevolution', 'steadystate', 'equations', 'motion', 'athin', 'layer', 'incompressible', 'glassy', 'material', 'thesurface', 'ablating', 'radiating', 'bluntbody', 'reduced', 'firstorder', 'ordinary', 'differentialequation', 'integrated', 'numerically', 'this', 'solution', 'coupled', 'solution', 'airboundary', 'layer', 'laminar', 'turbulentheat', 'transfer', 'without', 'mass', 'vaporization', 'ofthe', 'ablating', 'material', 'distribution', 'theeffective', 'energy', 'ablation', 'around', 'body', 'thusobtained', 'cone', 'cylinder', 'hemisphericalcap', 'reenters', 'atmosphere', 'hypersonicflight', 'speeds', 'quartz', 'ablatingmaterial', 'found', 'ablation', 'process', 'fromturbulent', 'heating', 'efficient', 'fromthe', 'laminar', 'case', 'increased', 'vaporization', 'this', 'solution', 'equations', 'motion', 'thestagnation', 'point', 'verified', 'wind', 'tunnelexperiments', 'present', 'state', 'developmentof', 'wind', 'tunnel', 'permit', 'use', 'forexperimental', 'investigations', 'ablation', 'aroundblunt', 'bodies', 'turbulent', 'heating']"
